25	0.252	1.502	-0.172	0	-0.053	1.267	-0.172	1	0.052	1.464	0.238	0
26	0.116	0.81	-0.345	0	.	.	.	.	.	.	.	.
27	-0.685	0.525	-0.094	0	.	.	.	.	.	.	.	.
28	0.31	0.499	-0.535	3	-0.895	-0.341	0.653	2	.	.	.	.
29	-0.568	0.213	0.403	2	-1.356	0.122	0.539	3	-0.38	0.216	0.403	2
30	-0.209	0.193	-0.307	5	.	.	.	.	.	.	.	.
31	0.394	1.2	0.968	2	0.237	1.318	-0.689	5	0.093	1.42	-0.446	3
32	-0.446	-0.014	0.444	2	-0.255	0.136	0.403	3	-0.654	0.098	0.794	0
33	-0.617	0.045	-0.253	2	.	.	.	.	-0.187	0.208	0.373	3
34	-0.656	-0.8	0.361	0	.	.	.	.	.	.	.	.
35	-0.404	0.558	0.491	2	-0.44	0.204	1.133	2	.	.	.	.
36	-0.487	1.399	1.205	2	-0.76	1.558	0.794	2	-0.751	1.62	0.539	3
37	.	1.073	0.253	3	.	.	.	.	.	.	.	.
38	-1.561	1.334	-0.253	2	-0.914	0.991	-0.402	5	.	.	.	.
39	0.134	-1.068	-0.135	1	0.967	-1.391	-0.253	1	0.997	-1.309	-0.689	2
40	-1.058	-0.204	-0.621	3	0.842	-0.623	1.151	4	.	.	.	.
41	-0.119	0.605	0.238	0	.	.	.	.	.	.	.	.
42	-0.162	-1.526	-0.345	1	-0.679	-1.619	-0.608	0	.	.	.	.
43	-0.251	0.507	-0.253	1	0.112	0.533	0.074	4	-0.286	0.546	0.074	3
44	-1.033	-0.528	0.403	0	.	.	.	.	.	.	.	.
45	0.424	0.785	-0.345	0	0.077	1.107	0.212	0	0.633	1.14	-0.432	2
46	0.62	0.845	0.074	1	1.315	0.585	-0.535	2	0.799	0.573	0.074	1
47	-0.527	0.665	0.168	3	-0.501	0.558	-1.054	1	-0.712	0.703	-0.015	1
48	-0.07	-0.132	-0.015	3	0.189	-0.221	0.074	3	.	.	.	.
49	1.61	1.096	-1.32	0	1.8	0.691	-1.422	1	1.888	0.944	-0.446	0
50	1.303	1.381	-0.345	0	0.612	0.6	0.238	2	.	.	.	.
51	0.012	1.042	-0.803	0	0.018	0.905	-0.015	1	0.528	0.818	-0.015	2
52	1.366	-1.456	0.469	3	.	.	.	.	.	.	.	.
53	0.897	-0.049	-0.736	4	0.5	-0.433	-0.35	2	.	.	.	.
54	-0.139	-0.718	0.653	2	0.126	-0.498	0.809	2	-0.262	-0.476	0.653	5
55	-0.114	-0.601	0.653	1	1.11	0.086	-0.535	2	.	.	.	.
56	-0.104	-0.016	0.809	2	0.305	-0.041	-0.345	3	-0.406	-0.17	0.653	1
57	0.529	-0.243	-0.287	0	1.1	-1.084	0.116	3	1.397	-0.942	0.074	0
58	-0.932	0.234	0.242	1	-0.681	0.236	-0.446	3	-1.468	0.165	-0.015	3
59	1.45	1.624	-1.32	1	1.129	1.845	-0.803	1	1.094	2.002	-0.986	0
60	0.588	0.74	-1.32	3	1.246	0.564	-0.885	5	0.569	0.493	-0.803	5
61	0.532	-1.434	-0.35	3	-0.084	-2.163	-0.175	2	0.328	-1.979	0.856	5
62	0.554	0.831	0.074	3	0.2	0.867	-0.015	2	0.933	0.936	-0.345	2
63	-1.101	0.024	-0.803	4	-0.623	-0.483	-0.885	3	0.382	-0.493	0.491	2
64	0.012	1.13	0.074	5	0.616	1.033	0.238	3	.	.	.	.
65	0.434	0.485	0.074	2	.	.	.	.	.	.	.	.
66	0.358	0.696	-0.432	2	-0.047	0.577	-0.175	2	0.034	0.598	-0.015	3
67	-1.033	-0.763	-0.689	4	.	.	.	.	.	.	.	.
68	1.366	0.159	-0.535	4	.	.	.	.	.	.	.	.
69	-0.329	-0.83	-0.175	0	-0.192	-1.001	0.491	0	-0.387	-1.027	0.856	2
70	-1.307	-0.617	0.403	1	-0.042	-0.871	0.238	2	.	.	.	.
71	-0.543	-0.378	0.653	1	-0.112	0.053	0.653	2	0.123	-0.091	0.238	2
72	0.243	-0.363	0.071	2	-0.238	-1.003	0.237	2	-0.459	-0.858	0.074	0
73	1.457	0.344	-0.094	3	0.344	0.322	-0.253	4	1.455	0.224	-1.266	4
74	-1.561	0.926	0.553	2	.	.	.	.	.	.	.	.
75	-0.057	0.013	0.317	0	-0.29	-0.122	1.151	0	-0.247	-0.321	0.403	1
76	-0.905	0.839	0.652	3	-1.585	0.054	0.109	3	.	.	.	.
77	0.914	0.504	-0.986	2	.	.	.	.	.	.	.	.
78	-0.075	1.257	-0.803	2	0.442	1.061	-0.446	4	0.307	1.178	0.237	4
79	-0.353	0.267	0.469	2	0.103	0.214	1.166	0	-0.333	0.242	1.357	0
80	-1.846	-0.51	-0.017	4	-1.867	0.033	0.373	2	.	.	.	.
81	-1.286	0.819	-0.015	2	-0.434	1.122	-0.015	5	-0.351	1.092	-0.175	3
82	0.144	-0.919	0.238	0	-1.292	-1.28	1.041	2	.	.	.	.
83	0.677	0.332	-0.017	2	.	.	.	.	.	.	.	.
84	0.458	0.876	0.237	4	-0.258	0.709	-0.036	3	.	.	.	.
85	-0.173	1.081	-0.566	4	0.166	1.844	-0.566	3	-0.029	1.836	-0.172	2
86	0.503	1.176	-0.608	2	0.341	0.932	-0.689	2	0.606	1.084	-0.172	3
87	0.632	-1.86	-0.432	2	1.331	-1.937	-0.088	4	.	.	.	.
88	0.088	0.353	-0.015	6	.	.	.	.	.	.	.	.
89	0.473	-0.235	0.772	5	-0.032	-0.858	0.237	3	0.059	-0.818	0.403	2
90	1.366	1.537	-1.054	2	.	.	.	.	.	.	.	.
91	1.555	0.813	-1.32	2	1.574	1.225	-1.32	6	1.222	1.192	-0.803	2
92	-0.1	1.22	-0.172	2	0.048	1.687	-0.608	0	-0.036	1.835	-0.015	0
93	1.366	0.032	-1.32	0	.	.	.	.	.	.	.	.
94	0.848	0.591	0.026	4	.	.	.	.	0.478	0.651	-0.253	2
95	0.015	-0.266	-0.11	2	-0.645	-0.273	0.758	4	.	.	.	.
96	1.366	1.078	-1.422	1	.	.	.	.	.	.	.	.
97	1.862	1.07	1.151	1	1.87	1.327	-1.32	2	1.982	1.492	-0.865	1
98	0.28	1.516	-0.689	2	0.487	2.029	-1.422	2	0.38	2.06	-0.689	2
99	0.331	-1.243	0.652	0	.	.	.	.	.	.	.	.
100	0.035	-1.296	0.551	0	-0.625	-0.878	0.653	3	-0.396	-1.047	0.809	0
101	1.051	0.757	-0.554	4	1.337	1.066	-1.422	6	0.671	1.039	-0.175	2
102	1.112	-1.175	0.491	2	0.844	-1.224	-0.535	3	0.771	-1.265	0.968	2
103	-0.675	0.35	0.403	2	-0.529	0.143	0.238	3	-0.476	0.141	0.238	2
104	0.924	1.376	-0.172	3	0.607	1	-0.608	4	0.731	0.996	-0.015	5
105	0.168	1.415	-0.524	1	-0.535	1.02	0.074	1	-0.054	1.103	-0.094	2
106	-0.172	0.567	-0.885	1	1.034	0.778	-0.689	2	0.17	0.639	-0.416	1
107	0.371	-1.174	0.758	2	-0.593	-0.926	-0.803	1	0.729	-0.915	0.652	1
108	-0.288	0.612	-0.803	0	0.071	0.703	-0.524	1	0.932	0.786	-0.535	3
109	-0.521	0.485	-0.175	0	0.496	0.605	-0.803	1	-0.036	0.538	0.238	3
110	1.633	-0.001	0.809	1	1.65	0.78	-0.328	0	.	.	.	.
111	0.793	1.334	-0.304	1	0.314	1.433	0.809	1	-0.776	1.506	0.361	1
112	0.538	-1.719	1.133	0	0.919	-2.64	-0.432	2	0.617	-2.586	0.19	1
113	-0.567	0.843	-0.35	2	-0.17	0.821	-0.015	2	-0.164	0.887	-0.094	3
114	0.865	-0.187	1.166	3	1.042	-0.061	-1.32	4	0.988	0.166	-1.32	1
115	-1.033	-0.897	0.704	0	.	.	.	.	.	.	.	.
116	-0.32	-0.518	1.302	5	0.07	-0.358	0.856	3	-0.636	-0.51	0.984	2
117	0.216	0.741	-0.736	2	-0.021	0.635	-0.088	4	0.487	0.759	-0.036	0
118	1.175	0.41	-0.76	4	1.556	0.426	-0.535	6	1.346	0.48	0.074	4
119	0.313	-1.03	0.278	2	0.294	-1.66	0.652	0	0.653	-1.5	0.323	0
120	-0.2	0.982	1.041	2	1.116	0.322	-1.054	2	0.474	0.503	0.403	3
121	-1.376	-1.167	0.488	2	-0.556	-1.29	0.794	2	-0.611	-1.369	0.403	0
122	-0.323	0.127	0.491	5	-0.497	0.064	-0.036	1	0.342	-0.074	-0.729	2
123	0.491	0.294	0.343	1	0.853	0.449	0.968	2	0.324	0.312	0.343	0
124	0.451	1.102	-0.175	3	1.218	1.132	-0.015	2	0.538	1.2	-0.446	0
125	0.1	0.664	-0.885	2	.	.	.	.	0.292	0.344	0.631	4
126	0.68	-1.109	0.488	0	0.694	-1.426	0.469	0	0.596	-1.237	0.238	2
127	-1.561	-0.285	0.718	3	.	.	.	.	.	.	.	.
128	0.306	0.022	-0.253	1	0.812	0.032	0.323	2	1.267	0.054	-0.689	5
129	0.588	0.289	-0.505	1	1.246	0.563	-1.32	2	0.569	0.706	-1.054	1
130	0.717	0.975	-1.32	0	0.565	0.344	-0.432	3	0.802	0.227	-1.32	1
131	0.803	-2.133	0.809	2	1.583	-2.329	1.151	3	1.596	-2.153	0.469	4
132	-0.331	0.459	0.109	4	-0.139	0.663	-0.015	2	-0.114	0.623	-0.015	2
133	1.862	1.193	-1.422	2	1.87	1.391	-1.422	1	1.982	1.295	-1.422	2
134	-0.005	0.015	-0.35	3	0.532	0.175	-0.865	0	.	.	.	.
135	1.565	-0.506	0.361	5	0.776	-0.135	0.856	2	1.597	-0.252	-0.015	3
136	0.58	0.034	-0.253	0	-0.205	0.295	-0.175	0	0.316	0.333	0.238	0
137	1.862	0.566	-0.885	4	1.87	1.462	-1.422	3	1.982	1.337	-0.885	5
138	0.047	0.395	0.071	2	1.169	-0.235	-0.35	0	0.548	-0.238	-0.015	3
139	0.451	0.724	-1.422	1	1.323	0.663	-0.307	5	0.903	0.664	-0.253	4
140	0.272	-0.778	-0.287	0	0.331	-1.056	-0.328	1	.	.	.	.
141	-0.396	-1.019	0.968	2	-1.442	-1.183	0.968	3	.	.	.	.
142	-0.083	0.792	-0.172	3	0.178	1.096	0.074	4	-0.01	1.101	-0.566	4
143	-0.119	-0.62	0.237	0	.	.	.	.	.	.	.	.
144	-0.069	-1.889	0.968	1	0.105	-1.75	0.652	6	-0.456	-1.676	0.469	2
145	0.333	0.288	0.071	3	.	.	.	.	.	.	.	.
146	-1.423	-0.113	0.057	0	-0.383	-0.227	0.238	1	-0.851	-0.155	-0.015	2
147	-0.477	-0.377	0.061	0	0.422	0.732	-0.535	2	.	.	.	.
148	0.051	-0.665	-0.015	1	-0.41	0.322	-1.422	0	0.903	0.357	-1.422	1
149	1.048	0.675	0.343	3	1.531	0.83	-0.803	1	1.315	0.798	-0.566	3
150	1.555	-1.741	0.809	3	1.574	-2.497	0.469	0	1.222	-2.398	0.469	1
151	0.111	0.291	0.238	2	-0.075	-0.122	-0.015	2	-0.251	-0.118	0.539	3
152	0.201	0.236	0.074	0	.	.	.	.	.	.	.	.
153	-0.035	-0.763	0.458	3	.	.	.	.	.	.	.	.
154	-1.425	-0.915	0.551	1	-1.741	-1.182	0.361	1	.	.	.	.
155	0.268	0.166	0.809	0	0.097	-0.539	0.343	0	0.044	-0.515	0.758	0
156	1.294	0.696	0.809	5	0.638	0.878	0.652	4	0.806	0.763	-0.175	3
157	0.365	1.577	-0.803	2	0.007	1.527	-0.036	0	0.045	1.623	-0.172	0
158	-0.425	-1.353	1.133	3	-1.467	-1.672	0.442	1	-0.856	-1.5	0.652	2
159	0.645	0.999	-1.054	2	0.044	0.623	-0.036	1	0.107	0.661	0.373	3
160	0.406	-0.194	0.491	2	0.609	0.369	-0.729	2	0.984	0.142	0.653	3
161	1.633	-0.06	-0.803	2	1.65	-0.053	1.166	1	.	.	.	.
162	0.1	0.251	1.166	1	0.65	0.518	1.041	1	0.681	0.384	0.238	4
163	0.813	0.591	-0.35	1	1.354	0.385	-0.608	0	0.841	0.111	0.491	0
164	0.905	0.577	-1.32	1	.	.	.	.	0.617	0.614	-0.328	5
165	-0.119	-0.815	0.151	2	.	.	.	.	.	.	.	.
166	-0.664	-1.72	0.237	1	-0.229	-1.552	0.403	2	-0.422	-1.573	0.653	2
167	0.339	0.559	-0.535	0	0.013	0.752	-0.175	1	0.347	0.733	0.238	2
168	-0.245	0.659	0.469	0	-0.703	0.591	0.631	1	-0.426	0.563	-0.015	0
169	-0.414	0.04	-0.015	1	-0.434	-0.267	0.109	2	-0.411	-0.121	0.323	1
170	0.881	0.701	-1.32	3	0.143	0.445	-0.35	2	0.749	0.514	-0.017	5
171	1.641	1.331	-1.002	5	1.078	1.354	-1.422	3	1.697	1.41	-0.97	1
172	0.509	0.74	-0.088	5	0.524	0.117	0.856	2	0.746	0.283	-0.35	4
173	0.333	-1.293	0.278	5	.	.	.	.	.	.	.	.
174	1.366	-0.092	-1.154	4	.	.	.	.	.	.	.	.
175	-0.297	-0.61	0.653	0	-0.324	-1.057	1.482	1	.	.	.	.
176	-0.16	1.609	-0.645	0	-0.274	1.145	-1.32	3	.	.	.	.
177	1.16	0.645	0.469	0	0.134	0.847	-0.015	0	.	.	.	.
178	1.366	0.783	-1.422	2	.	.	.	.	.	.	.	.
179	-0.229	0.393	-0.015	3	-0.647	0.078	0.539	3	.	.	.	.
180	1.101	1.063	-0.885	2	1.125	0.699	-0.015	3	1.239	0.836	0.323	4
181	-0.782	0.578	0.809	4	0.691	0.615	-0.803	1	-0.795	0.608	-0.608	3
182	.	1.247	-0.689	0	.	.	.	.	.	.	.	.
183	-0.393	0.438	-0.446	1	-0.248	-0.064	0.026	1	-0.642	-0.166	-0.094	0
184	1.366	-1.853	0.469	0	.	.	.	.	.	.	.	.
185	-0.979	-0.412	-0.017	1	-0.465	-0.328	0.539	0	-0.521	-0.043	0.109	2
186	1.862	0.696	-0.885	3	1.87	0.644	-1.266	3	1.982	0.665	-1.32	4
187	-2.045	0.249	-1.422	0	-2.058	-0.235	0.026	0	-2.126	-0.211	0.084	5
188	0.451	0.339	-0.088	1	1.323	0.24	-0.088	2	0.903	0.075	0.238	3
189	1.366	0.783	-1.422	2	.	.	.	.	.	.	.	.
190	1.654	1.037	-1.32	2	1.67	1.051	0.074	3	1.481	1.024	0.238	3
191	0.173	0.581	-0.689	1	0.79	0.842	-0.689	1	0.97	1.016	-0.736	2
192	0.455	0.587	0.071	2	0.295	0.869	-0.803	2	0.38	0.845	-0.608	1
193	0.345	-1.093	-0.328	1	1.16	-0.404	-1.422	5	0.374	-0.616	0.551	4
194	-0.13	-0.943	-0.307	1	0.619	-0.351	0.278	2	-0.433	-0.416	0.027	6
195	0.793	-0.111	-0.253	3	1.149	0.143	0.116	5	1.48	0.214	-0.432	4
196	-0.169	-0.198	-0.608	3	-0.218	0.222	-0.094	4	-0.595	0.286	-0.885	4
197	-0.067	0.505	-0.015	2	0.744	0.669	-0.803	4	0.096	0.868	-0.307	4
198	0.448	-2.033	0.071	0	0.867	-1.672	-0.328	1	-0.727	-1.864	1.047	5
199	-0.083	0.229	-0.088	1	0.178	0.104	-1.154	2	-0.01	-0.034	0.403	2
200	0.991	0.807	-0.608	0	1.515	0.98	-0.328	3	1.296	1.09	-0.803	3
201	-0.674	-0.272	1.041	1	-0.472	0.387	-0.328	3	.	.	.	.
202	0.671	0.089	-1.154	0	-0.085	-0.149	-0.036	3	0.9	-0.142	0.458	3
203	0.383	0.052	-0.76	2	1.31	0.221	-0.094	2	0.886	0.218	-0.689	4
204	0.201	0.35	-0.608	0	.	.	.	.	.	.	.	.
205	0.301	0.871	-0.175	2	0.316	0.9	-0.175	2	0.564	0.76	-0.35	3
206	0.224	0.96	-0.135	0	0.242	0.835	-0.274	2	.	.	.	.
207	-0.564	0.278	0.458	1	-0.132	0.223	-0.094	4	0.027	0.004	-0.885	5
208	1.381	0.829	-0.689	2	1.076	0.608	-0.566	4	0.899	0.635	-0.135	4
209	0.254	-0.391	-0.015	0	0.27	0.321	-0.015	3	0.338	0.295	-0.015	4
210	-0.035	-0.61	0.525	0	.	.	.	.	.	.	.	.
211	-0.135	-0.595	0.237	0	-0.222	0.164	0.653	2	-0.091	0.178	-0.175	1
212	0.121	0.164	0.238	4	1.178	0.319	-0.253	5	.	.	.	.
213	-0.064	-1.146	0.469	0	-1.349	-2.078	1.482	0	.	.	.	.
214	0.723	-0.076	-0.172	2	-0.395	-0.007	0.323	1	0.31	-0.109	0.278	3
215	1.205	0.829	-0.35	0	1.225	1.088	-1.32	0	1.612	1.166	-1.32	0
216	-0.422	0.612	0.071	0	-0.427	1.284	-1.154	2	-0.641	1.121	0.238	2
217	0.455	-0.381	0.237	5	0.409	-1.01	1.482	2	0.332	-1.198	1.482	2
218	0.11	-0.298	-0.811	2	0.881	-0.062	0.027	2	0.628	-0.023	-0.175	3
219	-0.331	-0.85	0.403	1	-0.139	-0.31	0.323	2	-0.114	-0.433	-0.015	1
220	-1.016	-0.002	0.444	1	-0.325	-0.183	-0.446	0	-0.749	-0.156	0.444	0
221	-0.794	-0.361	-0.608	2	-0.825	-0.806	0.026	3	-0.819	-1.048	0.794	1
222	0.219	1.059	-0.608	1	-0.011	1.223	-0.608	4	0.283	1.212	-0.446	2
223	-0.226	-1.054	0.551	0	-0.125	-0.913	-0.094	0	-0.091	-0.849	-0.015	3
224	1.158	-1.493	0.317	1	1.425	-2.034	0.469	3	0.919	-2.014	0.968	0
225	0.252	-1.27	0.652	2	-0.053	-0.956	0.026	2	0.052	-0.949	-0.015	2
226	0.793	-0.108	-0.175	0	0.501	0.543	-0.608	1	0.219	0.354	-0.015	0
227	-0.768	-1.198	0.323	0	-0.78	-0.905	1.093	2	-0.709	-0.935	0.444	2
228	-0.302	-1.1	-0.432	0	0.194	-0.413	-0.446	3	-1.097	-0.518	-0.175	2
229	0.889	0.233	-0.135	0	.	.	.	.	.	.	.	.
230	0.745	-0.164	-0.175	0	1.275	0.425	-0.094	3	0.603	0.32	0.323	4
231	0.889	0.246	-1.32	3	.	.	.	.	.	.	.	.
232	0.217	-0.892	-0.135	2	.	.	.	.	.	.	.	.
233	-0.782	-0.836	0.525	0	-0.2	-0.797	0.238	0	-0.407	-0.931	1.047	1
234	0.37	-1.061	1.166	6	-1.181	-0.929	0.653	3	-0.167	-0.928	0.238	2
235	-0.807	-0.974	0.237	1	-0.837	-0.839	0.403	0	-0.88	-0.902	0.794	2
236	-1.177	-1.334	1.166	0	0.518	-0.687	0.809	2	-0.383	-0.534	0.525	2
237	-0.183	-0.445	0.491	3	-0.172	-0.071	-0.015	2	-0.352	-0.262	0.237	3
238	0.348	-0.783	0.155	2	0.89	-1.451	0.343	1	0.558	-1.295	-0.036	1
239	-0.084	-0.219	-0.175	6	0.115	-0.264	1.357	4	.	.	.	.
240	-1.561	-0.064	-0.175	3	.	.	.	.	.	.	.	.
241	0.03	-1.409	0.278	1	0.345	-1.19	0.237	1	-0.973	-1.273	1.166	0
242	1.108	1.877	-0.017	2	1.477	1.419	-0.811	4	.	.	.	.
243	0.606	-1.327	-0.865	1	-0.562	-1.922	0.469	2	-1.044	-1.942	1.166	1
244	0.468	0.607	-0.35	1	1.159	0.955	-0.017	0	0.321	0.876	-1.154	2
245	0.064	0.645	0.59	3	0.621	0.722	-1.32	1	0.573	0.755	-0.535	0
246	0.331	-1.799	1.041	1	.	.	.	.	.	.	.	.
247	-0.092	0.038	-0.307	1	0.107	0.083	-0.135	1	-0.024	0.221	-0.094	1
248	-0.51	-0.37	0.361	1	-0.106	0.014	0.469	2	0.136	0.098	-0.803	3
249	-0.121	0.008	0.758	1	-0.111	-0.081	0.026	3	-0.069	-0.155	0.026	3
250	-0.675	-0.269	0.469	3	-0.24	-0.359	0.968	2	-0.47	-0.168	0.109	1
251	-0.567	0.497	-0.608	0	-0.17	0.582	-0.535	0	-0.164	0.458	-0.446	2
252	0.946	1.212	-1.154	3	1.505	1.39	-0.97	3	1.284	1.469	-0.97	3
253	-1.561	-0.247	-0.335	3	.	.	.	.	.	.	.	.
254	-0.656	0.006	0.238	3	.	.	.	.	.	.	.	.
255	-1.314	-1.188	1.166	5	-0.263	-1.382	0.525	4	-0.521	-1.475	0.361	3
256	-1.561	0.669	0.469	0	.	.	.	.	.	.	.	.
257	0.233	-0.035	-0.608	2	-0.234	-0.006	-0.172	2	0.453	0.245	-0.015	0
258	-0.672	-0.064	-0.175	4	-0.224	-0.324	-0.535	2	.	.	.	.
259	0.408	0.476	-0.307	2	1.263	0.437	-0.803	2	.	.	.	.
260	1.633	-0.46	0.809	0	1.65	0.184	1.151	1	.	.	.	.
261	-1.524	0.419	-0.645	3	-0.915	1.251	-0.036	5	-0.969	1.238	-0.416	2
262	0.965	-1.006	0.968	1	0.042	-1.031	0.237	2	-0.056	-1.146	0.444	1
263	.	0.485	-0.088	0	.	.	.	.	.	.	.	.
264	-0.685	0.759	-0.328	0	.	.	.	.	.	.	.	.
265	-0.158	0.593	0.403	4	0.083	0.544	0.856	1	-0.48	0.637	-0.015	4
266	0.948	1.392	-0.175	1	0.762	0.829	-0.015	3	0.763	1.095	-0.803	3
267	0.445	0.686	-1.422	4	0.641	0.645	-1.32	5	0.176	0.683	-0.432	4
268	0.462	-0.012	-0.535	4	0.963	0.386	-1.054	3	0.829	0.101	-0.328	3
269	-0.599	0.448	0.074	4	-1.498	0.391	0.491	4	.	.	.	.
270	0.677	-0.256	0.317	4	.	.	.	.	.	.	.	.
271	-0.582	1.245	-0.885	2	0.24	0.506	1.151	0	0.896	0.765	-1.32	2
272	0.334	1.039	0.074	4	.	.	.	.	0.687	1.124	0.323	1
273	0.358	1.018	-1.32	5	-0.047	1.111	-0.865	6	0.034	1.14	-0.015	2
274	0.449	-0.568	0.155	0	0.245	-0.534	0.403	2	0.37	-0.501	0.237	1
275	0.686	1.243	-0.328	2	0.384	0.774	-0.015	3	0.756	0.794	-0.35	1
276	-0.228	0.752	-1.003	2	-0.216	0.807	0.109	0	-0.556	0.679	0.238	0
277	0.501	-1.309	0.071	1	-1.192	-1.232	-0.017	2	.	.	.	.
278	0.121	-0.062	-0.803	5	0.854	0.422	-0.736	0	0.357	0.283	-0.645	1
279	1.345	0.414	-0.986	2	0.651	0.873	0.652	3	0.964	0.901	-0.036	3
280	-0.583	-0.005	-0.35	0	-1.701	-0.961	0.238	1	-1.624	-0.93	0.442	1
281	1.366	0.938	-0.35	3	.	.	.	.	.	.	.	.
282	-0.204	-1.412	-0.432	2	0.022	-1.087	-0.811	0	0.024	-1.087	0.238	0
283	-0.841	0.925	-0.416	3	.	.	.	.	-1.091	1.052	-0.253	3
284	-0.362	-1.328	-0.885	3	.	.	.	.	.	.	.	.
285	0.677	-0.779	-0.432	3	.	.	.	.	.	.	.	.
286	0.411	0.231	-0.53	2	0.503	-0.285	-0.689	4	0.407	-0.272	0.109	2
287	-1.561	-1.295	0.323	1	.	.	.	.	.	.	.	.
288	-1.143	-1.362	0.772	2	0.544	-1.126	1.151	4	.	.	.	.
289	0.449	-0.03	-0.416	1	0.2	0.025	-0.135	3	-0.139	-0.081	-0.094	2
290	0.04	0.415	-0.015	3	-0.089	0.407	-0.446	3	-0.034	0.276	0.074	2
291	-0.697	-0.079	0.491	2	-0.187	-0.144	0.074	1	-0.193	-0.182	0.373	1
292	-1.561	0.938	0.074	0	.	.	.	.	.	.	.	.
293	0.624	1.187	-0.384	2	0.873	0.987	0.609	2	1.366	1.032	0.653	3
294	0.606	0.805	-1.32	3	1.292	0.268	-1.32	4	0.722	0.442	-0.328	4
295	-0.378	0.162	0.652	2	-0.236	0.657	-0.015	3	-0.592	0.506	0.539	2
296	.	-1.148	.	0	.	.	.	.	.	.	.	.
297	-0.209	0.85	-0.803	0	.	.	.	.	.	.	.	.
298	0.827	0.311	0.237	2	0.835	0.805	0.109	3	1.12	0.785	-0.172	4
299	0.082	0.754	-0.31	1	0.314	0.455	-0.345	2	-0.448	0.635	0.343	1
300	0.774	-0.452	-0.055	2	0.015	-0.606	-0.175	2	.	.	.	.
301	0.073	0.669	-0.986	4	-0.59	0.282	-0.35	0	.	.	.	.
302	-0.234	0.298	0.653	4	-0.675	-0.99	0.652	6	.	.	.	.
303	0.337	0.898	-0.402	1	0.065	0.752	-0.689	4	0.61	0.849	-0.446	1
304	-0.268	0.898	0.238	2	-0.077	0.909	-0.172	2	0.174	0.952	-0.865	4
305	-0.135	0.598	-0.088	4	-0.398	0.078	0.074	3	-0.353	0.23	-0.35	2
306	-0.015	0.745	-0.865	4	-1.176	0.586	0.444	2	0.032	0.545	-0.865	4
307	1.258	0.784	-1.422	5	0.461	0.971	-1.422	3	.	.	.	.
308	-0.412	-2.129	0.469	3	-0.422	-2.849	0.469	3	-1.273	-2.831	1.151	3
309	-0.042	-1.408	-0.287	4	-1.318	-1.726	0.361	5	-0.482	-1.409	-0.554	4
310	1.366	0.895	0.116	1	.	.	.	.	.	.	.	.
311	0.889	-1.705	0.809	0	.	.	.	.	.	.	.	.
312	0.326	1.544	-0.015	1	0.865	1.044	-0.803	2	0.454	1.045	-0.608	3
313	-0.168	0.178	0.057	1	-0.166	-0.054	0.109	2	0.131	0.166	-0.172	2
314	1.205	0.193	-0.307	0	1.225	0.265	-0.76	0	1.612	0.08	0.581	2
315	1.588	-1.036	0.361	3	0.873	0.129	0.155	4	1.628	0.078	-0.328	3
316	0.039	-0.529	0.809	0	-0.17	-0.685	-0.803	1	0.745	-0.616	-0.345	0
317	1.366	-0.713	-0.865	4	.	.	.	.	.	.	.	.
318	0.368	0.679	-0.402	2	0.511	0.221	0.652	2	0.474	0.097	0.237	2
319	0.407	-0.624	-0.088	0	0.498	-0.654	-0.015	0	.	.	.	.
